,name,text,label,video_path,audio_path,abusive,duration,source,source_link,date_of_collection
1213,non-abusive (1214),পরিকল্পনা থাকে আপনি মরুভূমি দেখবেন এবং এই কারণে যদি আপনি মরক্কো এসে থাকেন তাহলে আপনার ফার্স্ট প্রায়োরিটি হবে ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1214).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1214).npy,"[1.0, 0.0]",5.28,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175046,06/09/2024
1214,non-abusive (1215),ছোটবেলা থেকে সাহারার গল্প শুনে আসছি। সাহারা পৃথিবীর সবচেয়ে বড় মরুভূমি গুলার একটা। পৃথিবীর সবচেয়ে ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1215).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1215).npy,"[1.0, 0.0]",4.84,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175047,06/10/2024
1215,non-abusive (1216),"পাওয়ারফুল মরুভূমি গুলার একটা যেখানে একবার মানুষ গেলে মানুষ বেচে ফিরে আসতো না আমি এখন সাহারায় নাই, আমি মরক্কো তে আছি।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1216).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1216).npy,"[1.0, 0.0]",6.6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175048,06/11/2024
1216,non-abusive (1217),মরুভূমি টায় আছি। সেই মরুভুমিটার নাম হলো আগাফি ডেজার্ট। আমি সাহারায় যাই নাই কেন? কারণ আমি রিসার্চে যেটা দেখেছি সেটা হলো সাহারায় যদি আপনি যেতে চান,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1217).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1217).npy,"[1.0, 0.0]",7,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175049,06/12/2024
1217,non-abusive (1218),সেক্ষেত্রে আপনার এটলিস্ট দুই তিন দিন সময় নিয়ে যেতে হবে এবং সাহারায় দুই তিন রাত থাকতে হবে ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1218).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1218).npy,"[1.0, 0.0]",4.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175050,06/13/2024
1218,non-abusive (1219),"তাহলেই আপনি একমাত্র সাহারার পুরো পাওয়ার টা অনুধাবন করতে পারবেন। , আমার হাতে যেহুতু এত সময় ছিল না এবং আগাফি ডেজার্ট যেটা আমি এখন দাঁড়ায় আছি।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1219).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1219).npy,"[1.0, 0.0]",7,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175051,06/14/2024
1219,non-abusive (1220),"যেহুতু মারাকেশ মরক্কোর পুরোনো রাজধানীর খুব কাছে, সো শহরের খুব কাছে ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1220).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1220).npy,"[1.0, 0.0]",4.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175052,06/15/2024
1220,non-abusive (1221),"আমার মনে হয়েছে যে আগাফি প্রোবাবলি একটা বেটার চয়েজ যদি আপনি শর্ট ট্রিপে এসে থাকেন মরক্কো, যদি আপনি লং ট্রিপে",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1221).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1221).npy,"[1.0, 0.0]",5.64,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175053,06/16/2024
1221,non-abusive (1222),অবশ্যই আপনার উচিত হবে সাহারা এক্সপ্লোর করা।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1222).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1222).npy,"[1.0, 0.0]",2.76,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175054,06/17/2024
1222,non-abusive (1223),"যে ডিফারেন্স আমি দেখতে পাচ্ছি, একে তো এই আগাফি ডেজার্ট অতো বড় না সাহারার মতো যেটা অবভিয়াস। বাট এছাড়া আরেকটা যে বড় ডিফারেন্স",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1223).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1223).npy,"[1.0, 0.0]",7.24,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175055,06/18/2024
1223,non-abusive (1224),সেটা হলো আমার পেছনে। আপনারা দেখলে হয়তো বুঝতে পারছেন আমি ঠিক সিউর না। বোঝা যাচ্ছে নাকি ক্যামেরায় এই মরুভূমি ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1224).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1224).npy,"[1.0, 0.0]",5.08,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175056,06/19/2024
1224,non-abusive (1225),বালি এবং পাথরের মিক্সচার এর মরু ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1225).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1225).npy,"[1.0, 0.0]",2.76,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175057,06/20/2024
1225,non-abusive (1226),"সাহারা যেরকম পুরোপুরি বালির মরুভূমি, সাহারায় আপনি গড়াইতে পারবেন, কোনো সমস্যা হবে না। আপনি ব্যথা পাবেন না। এই",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1226).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1226).npy,"[1.0, 0.0]",4.76,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175058,06/21/2024
1226,non-abusive (1227),মরুভূমি টা এরকম না। এখানে যদি আমি আপনাকে গড়াইতে বলি বা আপনি যদি খালি পায়ে হাটেন এখানে আপনি পায়ের নিচে ব্যাথা পাবেন। যেটা কখনোই সাহারায় হবে না। কারণ সাহারা পুরোটাই,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1227).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1227).npy,"[1.0, 0.0]",7.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175059,06/22/2024
1227,non-abusive (1228),মিহি বালি দিয়ে বানানো এবার সাহারায় যাওয়া হচ্ছে না। বাট পরের বার মরক্কো আসলে হয়তো সাহারায় যাওয়া হবে ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1228).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1228).npy,"[1.0, 0.0]",4.88,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175060,06/23/2024
1228,non-abusive (1229),সাহারার সেকেন্ড বেস্ট অল্টারনেটিভ অপশন হইল গিয়ে আগাফি ডেজার্ট।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1229).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1229).npy,"[1.0, 0.0]",4.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175061,06/24/2024
1229,non-abusive (1230),"পাচ বছর আগেও যদি আমাকে কেউ বলতো যে , আমি মরক্কোর কোনো একটা",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1230).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1230).npy,"[1.0, 0.0]",2.84,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175062,06/25/2024
1230,non-abusive (1231),মরুভূমির ভিতরে দাড়ায়া একটা ভিডিও রেকর্ড করবো এবং এটা অনেক মানুষ দেখবে। আমি তাদেরকে পাগল ভাবতাম। এটা একটা,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1231).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1231).npy,"[1.0, 0.0]",5.48,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175063,06/26/2024
1231,non-abusive (1232),"প্রমাণ বা একটা ইন্ডিকেশন যে ইন্টারেস্টিং জিনিসপত্র খুব তাড়াতাড়ি হয় যদি আপনি অনেক বেশি কষ্ট করেন, অনেক বেশি কাজকর্ম করেন ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1232).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1232).npy,"[1.0, 0.0]",7,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175064,06/27/2024
1232,non-abusive (1233),এই ক্যাম্পের ভিতরে খুব বেশি জায়গায় আলো নাই। ইচ্ছা করেই আলো একদম অন্ধকার করে রাখা। আমি যদি ঘুরাইয়া দেখাই আপনাদের আপনারা দেখতে পারবেন ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1233).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1233).npy,"[1.0, 0.0]",6.64,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175065,06/28/2024
1233,non-abusive (1234),যেখানে আলোটার জন্য দাঁড়িয়েছি ভিডিও টা রেকর্ড রেকর্ড করার জন্য ওটা ছাড়া আশপাশে হলো তেমন আলো একটা নাই। না থাকাটা লজিক্যাল কারণ আমরা আকাশ দেখতে চাই। যদিও আমি আয়ারল্যান্ড থাটি যেটা,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1234).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1234).npy,"[1.0, 0.0]",9.84,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175066,06/29/2024
1234,non-abusive (1235),"ফ্রি একটা দেশ। তারপরেও আকাশের দিকে তাকালে আমি এতো পরিমাণ তারা দেখি না , যত পরিমাণ তারা এখন মরুভূমির ভিতরে দাঁড়ায় দেখতে পাচ্ছি ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1235).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1235).npy,"[1.0, 0.0]",6.76,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175067,06/30/2024
1235,non-abusive (1236),"আমি খুবই ক্লিয়ারলি জুপিটার দেখতে পাচ্ছি, চাঁদ তো দেখতে পাচ্ছি অবভিয়াসলি এবং আরও অনেক অগণিত তারা দেখতে পাচ্ছি যেগুলোর নাম টাম।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1236).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1236).npy,"[1.0, 0.0]",6.6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175068,07/01/2024
1236,non-abusive (1237),জানি না। তারা দেখে বাকি রাত কাটাবো এবং এইটা আমার। আমাকে যদি জিজ্ঞাসা করেন মরুভূমিতে কেন আসা উচিত কারো? এটলিস্ট এক রাত কেন থাকা উচিত মরুভূমিতে?,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1237).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1237).npy,"[1.0, 0.0]",6.68,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175069,07/02/2024
1237,non-abusive (1238),সবচেয়ে মেজর কারণ এটাই হবে যে রাতের বেলা আকাশ দেখতে পারা এবং একদম,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1238).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1238).npy,"[1.0, 0.0]",4.68,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175070,07/03/2024
1238,non-abusive (1239),দেখতে পারা যেটা অন্য কোন জায়গা থেকে খুব রেয়ারলি হয়তো দেখতে পারা যায়। মরুভূমি থেকে সবাইকে টাটা ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1239).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1239).npy,"[1.0, 0.0]",5.48,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175071,07/04/2024
1239,non-abusive (1240),সবার সাথে আমার দেখা হবে মারাকেশে। কালকে সকালবেলা আমি এখান থেকে চেকআউট করে মারাকেশের উদ্দেশ্যে রওনা ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1240).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1240).npy,"[1.0, 0.0]",5.4,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175072,07/05/2024
1240,non-abusive (1241),মরুভূমি থেকে একদম সরাসরি চলে আসছি মারাকেশের একদম ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1241).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1241).npy,"[1.0, 0.0]",3.64,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175073,07/06/2024
1241,non-abusive (1242),যেখানে সাধারণত অত টুরিস্ট আসে না এবং এইটা হবে আমাদের হোটেল।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1242).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1242).npy,"[1.0, 0.0]",3.28,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175074,07/07/2024
1242,non-abusive (1243),আগামী দুই দিনের জন্য একশ নয় ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1243).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1243).npy,"[1.0, 0.0]",2.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175075,07/08/2024
1243,non-abusive (1244),সুন্দর এবং সুন্দর এটমোসফিয়ার দেখা যাচ্ছে এবং খুবই হোমলি হাসবেন্ড ওয়াইফ চালায় দুইজন মিলে ওয়াইফ এর সাথে কথাও হলো। হাসবেন্ড বাসায় নাই ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1244).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1244).npy,"[1.0, 0.0]",6.68,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175076,07/09/2024
1244,non-abusive (1245),রুম এটা আমার বাট উপরেও দুই তিনটা রুম আছে। তেমন আহামরি বড় হোটেলের রুম না সম্ভবত টোটাল ক্যাপাসিটি তিন রুমের।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1245).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1245).npy,"[1.0, 0.0]",6.6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175077,07/10/2024
1245,non-abusive (1246),ইজিলি একটা হোমকে রিনোভেট করে বা ওদের ভাষায় রিয়াদকে রেনোভেট করে ওরা।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1246).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1246).npy,"[1.0, 0.0]",4.6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175078,07/11/2024
1246,non-abusive (1247),এরকম একটা হোটেল বা ছোট একটা বিএনবি বানিয়েছে মাত্র। আমি ছিলাম ওইখানে। এখন আমি চলে আসছি দোতালায়।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1247).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1247).npy,"[1.0, 0.0]",6.12,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175079,07/12/2024
1247,non-abusive (1248),"এবং এদিক দিয়ে নিচে নামবো। নিচতলায় হলো গিয়ে রুম , মরক্কোর চারটা বড় শহরের একটার নাম হল মারাকেশ। এখন আর মারাকেশ রাজধানী নাই। এখন রাজধানী নাম ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1248).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1248).npy,"[1.0, 0.0]",8.44,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175080,07/13/2024
1248,non-abusive (1249),রাবাত বাট একসময় মারাকেশই ছিল মরক্কোর রাজধানী ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1249).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1249).npy,"[1.0, 0.0]",3.12,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175081,07/14/2024
1249,non-abusive (1250),ইতিহাস বেশ পুরানো বুঝতেই পারতেছেন।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1250).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1250).npy,"[1.0, 0.0]",2.44,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175082,07/15/2024
1250,non-abusive (1251),এক হাজার বাষট্টি সালে এস্টাবলিশড হওয়ার পরে প্রায় আটশো বছর বিভিন্ন ইসলামিক এজেন্ট এ শহরকে শাসন করেছে ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1251).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1251).npy,"[1.0, 0.0]",6.32,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175083,07/16/2024
1251,non-abusive (1252),এবং এই কারণেই বিভিন্ন বৈচিত্রময় কালচার পেয়েছে যেটা অন্যান্য অনেক শহর পায় নাই ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1252).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1252).npy,"[1.0, 0.0]",4.88,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175084,07/17/2024
1252,non-abusive (1253),ঊনিশশো বারো সালে ফ্রান্স এবং স্পেন মিলে মরক্কো দখল করে এবং এই কারণেই মরক্কোর অধিকাংশ মানুষ ফ্রেঞ্চ ভাষাও জানে এজ ওয়েল এজ আরবি ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1253).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1253).npy,"[1.0, 0.0]",7.2,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175085,07/18/2024
1253,non-abusive (1254),চারিদিকে খালি কমলা গাছ। এ পাশে ঐপাশে সবদিক। পিছনেও অনেকখানি জুড়ে খালি কমলা গাছ এবং কমলা গাছ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1254).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1254).npy,"[1.0, 0.0]",7.72,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175086,07/19/2024
1254,non-abusive (1255),বাহিয়া কথাটার মানে হল বিউটিফুল এবং বাহিয়া প্যালেস আসলে বিউটিফুল অবশ্য,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1255).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1255).npy,"[1.0, 0.0]",5.08,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175087,07/20/2024
1255,non-abusive (1256),যে পরিমাণ মানুষ আমি দেখছি বাহিয়া প্যালেসে সত্তর দিরহাম সো সাত ইউরোর আশেপাশে লাগে বাহিয়া প্যালেসের ভেতরে ঢুকতে।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1256).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1256).npy,"[1.0, 0.0]",5.92,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175088,07/21/2024
1256,non-abusive (1257),এতো মানুষের মধ্যে আপনি এখানে এসে এটা এনজয় করতে পারবেন এই সম্ভাবনা খুবই ক্ষীণ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1257).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1257).npy,"[1.0, 0.0]",5.44,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175089,07/22/2024
1257,non-abusive (1258),বাহিয়া প্যালেস বিষয়ক একটা ইন্টারেস্টিং ফ্যাক্ট,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1258).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1258).npy,"[1.0, 0.0]",1.88,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175090,07/23/2024
1258,non-abusive (1259),সম্রাট মুসা এটা বানানোর পর উনার ছেলেকে দিয়ে দেয়। উনার ছেলে মারা যাওয়ার পরে।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1259).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1259).npy,"[1.0, 0.0]",3.76,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175091,07/24/2024
1259,non-abusive (1260),পাশা নামে এক ভয়ংকর যোদ্ধা ছিল। বেদুইন যোদ্ধা সম্ভবত উনি দখল করে ফেলে এবং উনি এটা দখল করে। এখানে গেস্ট দের হোস্ট করত উনি ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1260).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1260).npy,"[1.0, 0.0]",7.08,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175092,07/25/2024
1260,non-abusive (1261),বিভিন্ন দেশ থেকে যখন মানুষজন আসতো তখন উনি উনার এই প্যালেসে সবাইকে দাওয়াত দিতো। উনি ফ্রেঞ্চ কিছু মানুষকে দাওয়াত দেয়।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1261).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1261).npy,"[1.0, 0.0]",5.64,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175093,07/26/2024
1261,non-abusive (1262),ফ্রেঞ্চদের এটা এতই পছন্দ হয় উনারা পাশা কে সরায়ে এটা দখল কইরা ফালায়।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1262).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1262).npy,"[1.0, 0.0]",3.44,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175094,07/27/2024
1262,non-abusive (1263),তারপর ফ্রেঞ্চ দের কাছে এটা অনেক দিন থাকে। ইভেনচুয়ালি যখন মরক্কো স্বাধীন হয় তারও কিছুদিন পরে।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1263).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1263).npy,"[1.0, 0.0]",4.64,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175095,07/28/2024
1263,non-abusive (1264),এইটা ওদের কালচারাল মিনিস্ট্রি কে দিয়ে দেওয়া হয়। আমাকে যদি অনেস্টলি জিজ্ঞেস করেন,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1264).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1264).npy,"[1.0, 0.0]",3.6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175096,07/29/2024
1264,non-abusive (1265),এতো মানুষ এবং এরকম ওয়েদারের মধ্যে আমার মনে হয় না বাহিয়া প্যালেস অতো ওয়ার্থ ইট। কারণ অনেক কিছু দেখা ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1265).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1265).npy,"[1.0, 0.0]",7.48,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175097,07/30/2024
1265,non-abusive (1266),"একটু কন্ট্রোভার্শিয়াল মনে হইতে পারে। যেহুতু একটা হিস্টোরিক্যাল প্লেইস, আমার মনে হয় না এটা দেখার মতো ওয়ার্থ ইট বা অনেক সুন্দর কিছু।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1266).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1266).npy,"[1.0, 0.0]",6.24,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175098,07/31/2024
1266,non-abusive (1267),"আমি অবশ্যই জানি না , আজকেই অনেক ভীড় নাকি সবসময় এরকম থাকে। বাট এরকম যদি হয় তাহলে ডেফিনেটলি ওয়ার্থ ইট না।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1267).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1267).npy,"[1.0, 0.0]",6.48,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175099,08/01/2024
1267,non-abusive (1268),যদিও ভয়ংকর গরম বাট বেশ সুন্দর একটা পরিবেশ আমি বলবো কারণ পাখি ডাকছে। আমি জানি না ক্যামেরায় অডিওতে আসতেছে নাকি।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1268).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1268).npy,"[1.0, 0.0]",6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175100,08/02/2024
1268,non-abusive (1269),"আমার পিছনে আপনারা দেখতে পাচ্ছেন বিখ্যাত কুতুবিয়া মসজিদ , মরক্কোর পাচটা ইম্পোর্টেন্ট মসজিদের একটা হলো এই কুতুবিয়া মসজিদ ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1269).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1269).npy,"[1.0, 0.0]",5.92,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175101,08/03/2024
1269,non-abusive (1270),একটা ইন্টারেস্টিং ফ্যাক্ট এই মিনার টা নিয়ে। এই মীনার টার ভিতরে একসময় সিড়ি ছিল না ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1270).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1270).npy,"[1.0, 0.0]",4.36,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175102,08/04/2024
1270,non-abusive (1271),এবং মুয়াজ্জিন দের দিনে পাঁচ একটা স্লোপের মতো করা ছিল। সেই স্লোপের ভিতর ।,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1271).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1271).npy,"[1.0, 0.0]",4,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175103,08/05/2024
1271,non-abusive (1272),"ঘোড়া চালায় উপরে যাইতে হইতো, উপরে যাইয়া আযান দিতেন এবং তারপর উনাদের নেমে আসতে হইতো।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1272).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1272).npy,"[1.0, 0.0]",4.16,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175104,08/06/2024
1272,non-abusive (1273),"উপরে কি একটা গোল্ডেন বলের মতো জিনিস দেখা যাচ্ছে , সুলতান ইয়াকুব এর ওয়াইফ একবার দিনের মধ্যে ভুলে রোজা ভেঙ্গে",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1273).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1273).npy,"[1.0, 0.0]",7,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175105,08/07/2024
1273,non-abusive (1274),ফেলে এবং রোজা ভেঙ্গে খেলার শাস্তি হিসেবে উনাকে বলা হয়,non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1274).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1274).npy,"[1.0, 0.0]",3.24,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175106,08/08/2024
1274,non-abusive (1275),"গয়নাগাটি আছে, যত গোল্ড আছে সব গলায় ফেলতে হবে এবং তারপরে সব গলায় ফেলা হয়। সব গলানোর পরে একটা বলের মতো হয় ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1275).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1275).npy,"[1.0, 0.0]",6,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175107,08/09/2024
1275,non-abusive (1276),"আপনারা এই মিনারের উপরে যে বলগুলো দেখতে পারছেন, সোনার গোল জিনিসগুলো এগুলার একটা। কথিত আছে যে উনার গয়নাগাটি গলায় বানানো।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1276).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1276).npy,"[1.0, 0.0]",6.92,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175108,08/10/2024
1276,non-abusive (1277),"এগুলো সবই কিন্তু লোকগাথা। এর মধ্যে কতটুকু সত্য এবং কতটুকু জাস্ট লোকগাথা হিসেবে ছড়িয়ে গেছে যেহেতু প্রপার ডকুমেন্টেশন হয় নাই, জানা কঠিন ।",non-abusive,/kaggle/input/abusivevid5/video/non-abusive (1277).mp4,/kaggle/input/abusiveaud/audio/non-abusive (1277).npy,"[1.0, 0.0]",6.56,Facebook,https://www.facebook.com/chandlerbingforlife/videos/805099188175109,08/11/2024
